date,price,open,high,low,volume,relative_change
2016-06-30,2173.6,2099.34,2177.09,2074.02,,0.0356
2016-05-31,2098.86,2093.94,2120.55,1991.68,,0.0009
2016-04-30,2096.96,2067.17,2103.48,2025.91,,0.0153
2016-03-31,2065.3,2056.62,2111.05,2033.8,,0.0027
2016-02-29,2059.74,1937.09,2072.21,1937.09,,0.066
2016-01-31,1932.23,1936.94,1962.96,1810.1,,-0.0041
2015-12-31,1940.24,2038.2,2038.2,1812.29,,-0.0507
2015-11-30,2043.94,2082.93,2104.27,1993.26,,-0.0175
2015-10-31,2080.41,2080.76,2116.48,2019.39,,0.0005
2015-09-30,2079.36,1919.65,2094.32,1893.7,,0.083
2015-08-31,1920.03,1970.09,2020.86,1871.91,,-0.0264
2015-07-31,1972.18,2104.49,2112.66,1867.01,,-0.0626
2015-06-30,2103.84,2067,2132.82,2044.02,,0.0197
2015-05-31,2063.11,2108.64,2129.87,2056.32,,-0.021
2015-04-30,2107.39,2087.38,2134.72,2067.93,,0.0105
2015-03-31,2085.51,2067.63,2125.92,2048.38,,0.0085
2015-02-28,2067.89,2105.23,2117.52,2039.69,,-0.0174
2015-01-31,2104.5,1996.67,2119.59,1980.9,,0.0549
2014-12-31,1994.99,2058.9,2072.36,1988.12,,-0.031
2014-11-30,2058.9,2065.78,2093.55,1972.56,,-0.0042
2014-10-31,2067.56,2018.21,2075.76,2001.01,,0.0245
2014-09-30,2018.05,1971.44,2018.19,1820.66,,0.0232
2014-08-31,1972.29,2004.07,2019.26,1964.04,,-0.0155
2014-07-31,2003.37,1929.8,2005.04,1904.78,,0.0377
2014-06-30,1930.67,1962.29,1991.39,1930.67,,-0.0151
2014-05-31,1960.23,1923.87,1968.17,1915.98,,0.0191
2014-04-30,1923.57,1884.39,1924.03,1859.79,,0.021
2014-03-31,1883.95,1873.96,1897.28,1814.36,,0.0062
2014-02-28,1872.34,1857.68,1883.97,1834.44,,0.0069
2014-01-31,1859.45,1782.68,1867.92,1737.92,,0.0431
2013-12-31,1782.6,1845.9,1850.8,1770.5,,-0.0356
2013-11-30,1848.4,1806.5,1849.4,1768,,0.0236
2013-10-31,1805.8,1758.7,1813.5,1746.2,,0.0281
2013-09-30,1756.5,1682.4,1775.2,1646.5,,0.0446
2013-08-31,1681.5,1636,1729.9,1633.4,,0.0297
2013-07-31,1633,1689.4,1709.7,1627.5,,-0.0313
2013-06-30,1685.7,1609.8,1698.8,1604.6,,0.0494
2013-05-31,1606.3,1631.7,1654.2,1560.3,,-0.015
2013-04-30,1630.7,1597.5,1687.2,1581.3,,0.0207
2013-03-31,1597.6,1569.2,1597.6,1536,,0.0181
2013-02-28,1569.2,1514.7,1570.3,1501.5,,0.036
2013-01-31,1514.7,1498.1,1530.9,1485,,0.0111
2012-12-31,1498.1,1426.2,1509.9,1426.2,,0.0504
2012-11-30,1426.2,1416.3,1448,1398.1,,0.0071
2012-10-31,1416.2,1412.2,1434.3,1343.3,,0.0028
2012-09-30,1412.2,1440.9,1471,1403.3,,-0.0198
2012-08-31,1440.7,1406.5,1474.5,1396.6,,0.0242
2012-07-31,1406.6,1379.3,1426.7,1354.7,,0.0198
2012-06-30,1379.3,1362.3,1391.7,1325.4,,0.0126
2012-05-31,1362.2,1309.9,1363.5,1266.7,,0.0396
2012-04-30,1310.3,1397.9,1415.3,1292,,-0.0627
2012-03-31,1397.9,1408.5,1422.4,1357.4,,-0.0075
